Frame Number, Timestamp
83, 617064859.378100
87, 617064859.400300
89, 617064859.408400
91, 617064859.412700
95, 617064859.416800
98, 617064859.436200
101, 617064859.447900
104, 617064859.453200
107, 617064859.458000
135, 617064859.480400
138, 617064875.754200
140, 617064883.892600
143, 617064898.460800
148, 617064925.416900
150, 617064937.368600
152, 617064945.931400
158, 617064976.953000
163, 617064999.840900
165, 617065008.756300
168, 617065025.413500
171, 617065042.429000
175, 617065059.927600
177, 617065068.136700
182, 617065093.393100
185, 617065110.014800
186, 617065116.769700
192, 617065143.318800
195, 617065160.174200
197, 617065169.513900
201, 617065192.070800
205, 617065209.944400
207, 617065218.169900
212, 617065243.302900
215, 617065260.015300
216, 617065266.984400
219, 617065282.230200
225, 617065308.556300
226, 617065317.052700
229, 617065331.731800
233, 617065350.126300
236, 617065366.282800
242, 617065393.309800
245, 617065410.165200
248, 617065425.618600
251, 617065442.026700
255, 617065458.873100
258, 617065476.657200
261, 617065492.491800
265, 617065510.060100
268, 617065526.771300
272, 617065543.608100
275, 617065559.693200
278, 617065576.411800
281, 617065591.854700
285, 617065609.783000
288, 617065626.676200
292, 617065642.990900
295, 617065660.524400
298, 617065675.519400
301, 617065692.157800
303, 617065700.509800
306, 617065717.383300
310, 617065733.238000
313, 617065749.883100
316, 617065766.511200
319, 617065782.812600
322, 617065795.399300
325, 617065810.206100
330, 617065833.484200
335, 617065859.988900
338, 617065876.594300
341, 617065892.072100
343, 617065901.821200
348, 617065926.875400
352, 617065943.462000
353, 617065952.463500
358, 617065975.649700
361, 617065992.052300
363, 617066001.091700
368, 617066026.719200
372, 617066043.299400
373, 617066050.882800
376, 617066066.736000
381, 617066089.590400
383, 617066100.445600
385, 617066110.178600
391, 617066141.898300
395, 617066160.164400
397, 617066168.253100
401, 617066192.035100
406, 617066216.881100
410, 617066233.838900
412, 617066244.713100
415, 617066260.259600
417, 617066268.321600
422, 617066293.871200
425, 617066310.031900
426, 617066317.259600
431, 617066342.090700
435, 617066358.755400
436, 617066366.941200
442, 617066393.617000
445, 617066410.045600
448, 617066425.246400
450, 617066433.267800
455, 617066460.354700
458, 617066477.031900
460, 617066485.106800
465, 617066508.864800
468, 617066526.797800
472, 617066543.072000
475, 617066559.876000
478, 617066575.869800
482, 617066593.266000
485, 617066610.193800
488, 617066626.867900
491, 617066641.897200
495, 617066660.191800
498, 617066676.675400
501, 617066692.144900
503, 617066701.587400
508, 617066725.647600
512, 617066743.416200
513, 617066751.850200
518, 617066775.646800
522, 617066793.297400
523, 617066801.481500
528, 617066826.906800
532, 617066843.439800
533, 617066851.532500
536, 617066865.040200
541, 617066892.064300
545, 617066908.990300
547, 617066918.446600
549, 617066931.759700
553, 617066949.717600
556, 617066966.445700
559, 617066978.217800
562, 617066994.781300
565, 617067011.235300
568, 617067027.050600
573, 617067050.265000
0, 617067078.019300
4, 617067093.285800
5, 617067100.441900
10, 617067125.673200
14, 617067143.327400
15, 617067151.454800
20, 617067175.752300
24, 617067193.373900
25, 617067202.008000
30, 617067226.768800
34, 617067243.196300
35, 617067250.351100
38, 617067266.450200
42, 617067284.895100
44, 617067294.425400
50, 617067325.621800
54, 617067343.313500
55, 617067351.551300
58, 617067365.142900
63, 617067392.000800
67, 617067409.023100
70, 617067425.693900
74, 617067443.922300
77, 617067459.962600
79, 617067467.951000
84, 617067493.744200
87, 617067510.109600
91, 617067528.749800
93, 617067542.442300
97, 617067561.873900
100, 617067575.086700
104, 617067593.391800
107, 617067609.937700
110, 617067625.678900
114, 617067643.552100
117, 617067661.112100
120, 617067675.646400
124, 617067693.575800
126, 617067703.141600
128, 617067716.674300
131, 617067732.470900
135, 617067750.098600
138, 617067766.557800
141, 617067779.087600
144, 617067793.883700
150, 617067825.200400
153, 617067842.457300
157, 617067860.119200
159, 617067868.118600
163, 617067892.497600
167, 617067909.954200
169, 617067918.367400
173, 617067942.051200
177, 617067958.624800
178, 617067966.921400
184, 617067994.045400
187, 617068010.288500
189, 617068018.174000
193, 617068042.040400
197, 617068060.102600
198, 617068067.833900
201, 617068081.902200
207, 617068110.104100
210, 617068126.975600
212, 617068136.568500
215, 617068148.790400
218, 617068166.525600
222, 617068183.191200
225, 617068200.173000
230, 617068226.681600
234, 617068244.097800
237, 617068260.170400
240, 617068275.296500
242, 617068283.258300
247, 617068308.709100
250, 617068325.606400
252, 617068333.620100
257, 617068359.968400
260, 617068376.740000
262, 617068384.039200
267, 617068410.186300
270, 617068427.859100
272, 617068436.269100
275, 617068448.550900
280, 617068475.202100
283, 617068492.194300
287, 617068508.498200
290, 617068526.703700
294, 617068543.585800
297, 617068558.511900
300, 617068577.064600
304, 617068593.587500
307, 617068608.668700
310, 617068626.954100
313, 617068641.941800
317, 617068659.854800
320, 617068675.420800
324, 617068693.889400
327, 617068709.968300
329, 617068718.419800
333, 617068742.324100
337, 617068760.072100
339, 617068768.112500
343, 617068792.191500
347, 617068810.003300
