Frame Number, Timestamp
147, 167798157.018100
150, 167798157.194400
154, 167798157.208600
157, 167798157.212400
159, 167798157.215500
164, 167798157.218800
167, 167798157.221800
169, 167798157.224800
174, 167798157.228100
178, 167798157.244400
547, 167798163.458500
551, 167798181.460700
552, 167798188.011600
558, 167798214.583000
561, 167798232.157700
563, 167798240.118900
567, 167798263.590700
571, 167798281.617900
573, 167798291.335100
577, 167798313.693700
1, 167798321.853000
4, 167798336.474900
10, 167798364.817400
13, 167798381.226700
14, 167798388.380900
17, 167798403.770200
21, 167798420.434600
24, 167798437.459900
27, 167798453.725600
31, 167798470.458100
36, 167798497.836600
40, 167798514.614600
43, 167798531.096600
46, 167798547.826000
48, 167798554.110600
53, 167798581.172200
56, 167798598.093000
58, 167798606.089800
63, 167798630.415600
66, 167798647.445400
70, 167798665.089900
73, 167798681.300000
76, 167798696.415600
80, 167798714.366900
83, 167798729.934400
86, 167798747.873400
90, 167798764.826800
93, 167798780.043700
96, 167798797.861700
99, 167798813.252400
103, 167798831.632000
105, 167798839.574400
109, 167798863.227400
113, 167798882.316500
116, 167798897.784100
119, 167798913.205400
123, 167798930.912100
126, 167798946.657900
130, 167798965.131700
131, 167798973.344500
136, 167798996.691700
140, 167799015.239700
141, 167799023.051500
146, 167799046.480800
150, 167799064.449900
151, 167799072.321100
156, 167799096.599700
160, 167799115.200100
161, 167799123.754100
164, 167799136.060700
170, 167799166.301600
173, 167799181.311200
174, 167799188.086900
177, 167799203.840700
181, 167799221.179600
184, 167799237.212000
188, 167799254.113000
191, 167799271.306200
194, 167799286.096900
200, 167799314.477800
203, 167799331.251700
206, 167799347.999900
208, 167799355.762500
213, 167799380.140500
216, 167799397.623400
218, 167799404.198800
223, 167799430.036100
226, 167799446.505700
227, 167799453.093100
233, 167799481.411700
236, 167799497.891000
238, 167799505.438300
243, 167799531.592600
246, 167799547.770900
249, 167799563.363700
251, 167799571.744800
254, 167799588.438200
260, 167799615.156100
263, 167799631.946200
266, 167799646.660300
270, 167799664.163000
273, 167799679.958600
276, 167799698.040800
280, 167799714.085800
283, 167799729.701900
286, 167799748.153600
290, 167799764.619000
293, 167799779.933800
296, 167799797.698800
299, 167799813.209600
303, 167799830.186900
305, 167799839.613900
309, 167799863.235200
313, 167799881.534800
315, 167799889.183700
319, 167799913.727900
323, 167799930.141800
324, 167799938.234100
329, 167799963.306400
331, 167799971.400100
334, 167799986.144500
337, 167800003.741400
341, 167800020.440000
344, 167800037.776200
347, 167800053.806300
353, 167800081.205100
356, 167800097.873300
359, 167800113.256800
363, 167800131.277700
366, 167800147.823800
368, 167800155.377500
373, 167800179.915300
376, 167800198.256100
378, 167800206.679500
383, 167800229.828800
386, 167800247.815100
388, 167800255.606300
393, 167800281.540900
396, 167800298.058300
398, 167800304.612900
403, 167800331.139300
406, 167800347.945000
408, 167800355.658000
411, 167800370.033400
414, 167800387.877700
418, 167800404.014900
421, 167800421.166500
423, 167800432.349300
429, 167800463.283600
433, 167800479.911100
436, 167800496.482300
439, 167800513.118200
443, 167800531.372700
446, 167800546.700400
450, 167800564.715300
451, 167800572.434200
456, 167800596.541900
460, 167800614.917000
463, 167800631.304500
466, 167800646.488500
470, 167800664.870500
473, 167800679.960900
476, 167800697.517200
479, 167800713.538400
483, 167800730.078100
486, 167800746.475700
490, 167800764.564100
493, 167800781.318800
496, 167800797.874300
499, 167800813.528500
503, 167800831.063400
504, 167800838.854100
507, 167800852.368100
511, 167800870.570000
514, 167800887.858000
520, 167800914.384200
523, 167800931.187900
526, 167800947.826200
528, 167800955.443200
533, 167800981.459500
536, 167800998.157200
538, 167801006.581600
543, 167801030.162100
546, 167801047.760800
548, 167801055.257900
553, 167801081.633300
556, 167801097.977100
558, 167801104.660100
563, 167801131.304600
566, 167801147.872200
568, 167801155.835800
571, 167801169.628900
576, 167801196.671200
1, 167801214.144500
3, 167801222.093200
6, 167801235.868800
9, 167801253.702700
15, 167801281.450200
18, 167801296.790400
22, 167801314.769600
25, 167801331.550900
27, 167801339.351200
32, 167801364.569600
35, 167801381.597900
37, 167801389.347300
41, 167801413.742400
45, 167801431.891100
47, 167801439.402100
51, 167801463.662800
55, 167801479.980000
58, 167801498.046400
60, 167801506.197900
65, 167801531.487600
68, 167801548.075900
70, 167801555.819900
73, 167801569.672300
76, 167801587.622100
82, 167801614.948700
85, 167801631.603200
88, 167801646.594500
92, 167801664.538400
95, 167801681.194200
98, 167801697.795000
101, 167801713.320300
105, 167801731.160300
108, 167801747.710400
112, 167801764.543800
115, 167801779.851000
118, 167801796.604900
122, 167801814.262000
125, 167801831.161200
128, 167801846.643500
130, 167801854.899500
135, 167801880.008200
138, 167801896.722400
140, 167801904.766800
145, 167801931.475000
149, 167801949.230200
150, 167801956.901800
153, 167801969.292600
158, 167801998.330000
160, 167802005.953500
163, 167802020.605000
166, 167802037.644000
172, 167802064.484400
175, 167802081.252200
178, 167802096.744100
182, 167802114.327700
185, 167802131.317300
186, 167802138.090900
191, 167802163.292600
195, 167802181.526800
197, 167802189.411700
201, 167802213.442000
205, 167802229.864500
206, 167802238.162300
212, 167802264.684300
215, 167802281.381800
216, 167802288.020300
222, 167802314.448700
225, 167802331.440400
227, 167802340.091700
229, 167802352.709000
235, 167802380.154300
238, 167802397.787700
240, 167802404.279700
243, 167802420.570200
246, 167802437.295500
250, 167802454.098400
252, 167802466.287500
258, 167802496.488000
260, 167802504.786600
265, 167802531.513300
268, 167802547.966300
271, 167802563.286400
275, 167802580.040700
276, 167802588.558400
282, 167802614.578900
285, 167802631.494800
286, 167802638.534800
291, 167802663.504300
295, 167802682.741500
298, 167802698.096100
302, 167802714.570300
305, 167802729.904400
308, 167802748.064400
312, 167802765.228800
315, 167802781.127300
318, 167802796.606100
322, 167802814.150600
325, 167802831.070000
330, 167802854.341000
332, 167802864.511400
335, 167802880.119700
338, 167802896.727500
342, 167802914.566300
345, 167802931.751500
347, 167802940.109900
351, 167802963.389200
355, 167802981.692200
357, 167802989.785100
361, 167803013.678000
365, 167803031.328200
367, 167803039.362100
371, 167803063.720600
375, 167803080.087100
377, 167803089.578000
381, 167803113.168500
383, 167803120.885100
388, 167803147.950600
392, 167803164.664900
393, 167803171.136100
396, 167803187.534400
400, 167803204.466000
402, 167803214.679600
408, 167803246.591300
412, 167803264.691100
413, 167803272.324400
418, 167803296.592500
423, 167803320.914700
425, 167803330.902000
428, 167803348.036800
430, 167803355.877900
435, 167803381.306600
438, 167803397.928100
440, 167803404.535800
445, 167803431.251600
448, 167803448.519200
450, 167803456.365800
455, 167803479.976500
458, 167803497.952700
460, 167803505.696500
465, 167803530.169600
466, 167803538.079800
471, 167803563.380300
475, 167803581.182000
478, 167803596.588300
481, 167803613.405800
483, 167803622.484200
486, 167803636.133500
491, 167803663.209800
495, 167803680.083200
498, 167803698.131300
502, 167803714.547100
505, 167803731.353400
508, 167803746.502100
512, 167803764.417400
515, 167803781.173500
518, 167803797.471000
521, 167803813.655400
525, 167803831.183800
528, 167803847.694700
530, 167803854.128300
535, 167803880.031800
538, 167803896.575200
540, 167803904.440400
545, 167803931.274200
548, 167803947.911600
550, 167803956.171800
553, 167803969.424700
556, 167803987.190800
559, 167804001.475100
562, 167804015.839100
568, 167804046.345600
571, 167804063.238800
575, 167804079.985100
0, 167804097.057500
4, 167804114.427700
7, 167804131.469400
9, 167804139.337800
13, 167804163.414400
17, 167804181.726200
19, 167804189.523800
23, 167804213.668600
27, 167804231.307000
29, 167804240.577700
33, 167804263.611500
37, 167804282.224800
39, 167804290.424500
43, 167804313.312200
45, 167804320.960300
50, 167804346.639000
53, 167804363.325300
55, 167804372.285600
58, 167804386.102400
62, 167804404.039500
64, 167804415.769100
70, 167804446.480400
73, 167804463.285800
77, 167804479.982600
80, 167804496.444800
84, 167804514.982800
87, 167804530.052800
90, 167804548.686500
93, 167804563.274500
97, 167804581.331700
99, 167804589.291400
103, 167804613.666100
107, 167804631.406800
110, 167804646.045500
113, 167804663.767600
117, 167804681.298400
120, 167804696.479100
124, 167804714.426100
127, 167804730.024600
131, 167804749.123000
133, 167804763.229600
137, 167804781.619800
140, 167804796.327000
143, 167804813.944800
147, 167804831.324000
151, 167804853.720800
153, 167804863.078200
157, 167804879.962400
160, 167804897.968200
163, 167804913.309800
167, 167804931.403200
169, 167804939.078600
174, 167804964.773800
177, 167804981.268100
178, 167804988.104000
184, 167805014.803300
187, 167805031.393600
189, 167805039.114100
193, 167805063.311800
197, 167805082.536400
199, 167805089.239000
204, 167805114.728400
207, 167805131.270900
209, 167805139.577400
211, 167805152.332100
217, 167805179.850300
220, 167805196.537800
221, 167805203.180300
225, 167805220.866700
230, 167805247.660100
235, 167805270.514600
237, 167805280.117400
240, 167805296.591100
243, 167805313.199500
247, 167805331.282800
249, 167805339.195500
254, 167805365.012400
257, 167805381.418500
258, 167805388.559600
264, 167805414.403600
267, 167805431.490100
269, 167805439.481100
273, 167805463.876700
277, 167805481.599300
279, 167805490.360900
283, 167805513.387300
287, 167805531.473000
289, 167805539.293300
294, 167805564.689600
297, 167805581.361500
300, 167805597.906400
304, 167805615.614800
305, 167805623.453100
310, 167805647.889100
314, 167805664.996500
317, 167805681.008500
320, 167805697.395900
323, 167805713.608200
327, 167805730.960000
330, 167805747.557100
333, 167805763.651600
337, 167805781.437500
340, 167805797.934200
343, 167805813.314600
347, 167805831.106600
350, 167805846.538200
354, 167805865.206700
355, 167805873.769000
360, 167805896.558100
362, 167805904.517400
367, 167805931.308000
370, 167805948.010800
372, 167805954.751500
375, 167805969.253500
380, 167805996.402700
383, 167806013.105700
385, 167806021.344800
388, 167806035.797300
391, 167806053.896900
397, 167806081.068200
400, 167806097.744100
403, 167806113.161300
407, 167806131.454600
410, 167806148.023300
412, 167806156.460400
417, 167806179.918700
420, 167806197.872000
422, 167806205.763300
427, 167806229.988300
430, 167806247.799500
432, 167806255.337100
437, 167806279.906600
440, 167806298.001100
442, 167806306.112900
447, 167806331.389300
449, 167806339.486300
451, 167806353.592100
455, 167806370.527700
460, 167806396.504800
462, 167806404.525400
465, 167806419.861800
468, 167806437.676400
471, 167806449.560800
474, 167806465.684100
477, 167806482.348600
481, 167806499.187000
484, 167806515.020600
488, 167806537.372600
494, 167806565.091100
497, 167806581.272100
500, 167806596.493400
502, 167806604.552800
507, 167806631.127100
510, 167806647.713100
512, 167806654.230800
517, 167806681.393100
520, 167806697.898900
524, 167806714.717600
527, 167806731.136000
530, 167806747.522100
534, 167806763.969800
537, 167806779.741100
540, 167806797.775800
544, 167806814.457200
547, 167806831.203800
550, 167806846.417700
554, 167806864.540700
557, 167806881.264500
560, 167806897.704900
563, 167806913.221400
567, 167806929.742200
568, 167806938.838800
573, 167806963.125200
577, 167806981.374400
1, 167806989.513900
6, 167807015.028300
9, 167807031.140300
10, 167807038.057600
15, 167807063.219300
19, 167807080.067000
21, 167807089.099600
25, 167807113.070100
29, 167807131.461300
31, 167807139.346300
33, 167807152.866300
39, 167807181.056500
42, 167807197.765200
44, 167807205.738400
47, 167807219.353800
50, 167807237.427000
54, 167807254.067400
59, 167807281.154400
62, 167807297.557000
66, 167807314.473200
69, 167807331.249300
72, 167807347.718600
74, 167807354.125400
79, 167807381.510100
82, 167807397.944300
84, 167807406.379000
89, 167807430.095200
92, 167807447.692700
94, 167807454.415400
99, 167807481.046800
102, 167807497.747900
104, 167807505.747300
109, 167807529.861800
112, 167807547.602300
114, 167807555.113000
119, 167807579.814500
122, 167807596.496100
124, 167807604.366000
127, 167807619.201600
132, 167807647.619300
136, 167807664.509000
139, 167807681.366000
142, 167807697.531100
146, 167807714.380900
149, 167807731.253700
152, 167807747.545400
156, 167807764.343000
159, 167807780.026100
162, 167807796.560000
166, 167807814.111900
169, 167807831.170400
172, 167807847.320400
176, 167807864.949600
177, 167807872.605100
182, 167807896.495400
186, 167807914.668900
187, 167807921.726000
192, 167807948.017500
196, 167807964.528000
197, 167807972.678200
200, 167807985.840800
204, 167808004.115700
207, 167808019.804700
210, 167808037.866800
214, 167808054.176000
217, 167808070.594100
222, 167808098.136300
226, 167808114.564200
229, 167808129.813500
232, 167808146.452800
234, 167808154.275600
239, 167808181.149700
242, 167808197.684700
244, 167808205.099500
249, 167808229.980100
252, 167808247.773100
254, 167808255.542400
259, 167808279.857300
262, 167808297.608400
264, 167808304.148600
269, 167808331.370600
272, 167808347.735000
274, 167808355.814800
277, 167808369.433700
280, 167808387.446400
283, 167808403.647800
287, 167808421.743500
290, 167808437.459700
293, 167808453.713000
297, 167808470.664400
302, 167808497.689300
306, 167808514.554200
309, 167808531.359100
312, 167808548.460300
314, 167808556.622400
319, 167808579.983600
322, 167808597.954500
324, 167808605.578700
329, 167808631.429100
332, 167808647.944400
334, 167808654.479500
339, 167808681.341600
342, 167808697.827500
346, 167808714.247300
349, 167808731.483800
352, 167808747.624300
356, 167808764.986200
359, 167808780.035200
362, 167808797.735400
365, 167808813.181500
369, 167808830.826800
372, 167808846.540400
375, 167808863.096300
379, 167808882.328300
382, 167808896.630200
385, 167808913.163600
389, 167808930.067900
392, 167808947.903700
394, 167808955.667800
399, 167808981.408500
402, 167808997.818300
404, 167809004.632700
409, 167809031.120100
412, 167809047.777400
414, 167809054.441900
419, 167809081.338700
422, 167809097.791900
424, 167809104.196400
429, 167809131.446300
432, 167809147.918100
434, 167809156.288300
437, 167809169.277800
442, 167809197.819300
446, 167809214.409400
447, 167809220.824000
450, 167809238.410800
456, 167809264.386200
459, 167809281.322500
462, 167809297.837600
466, 167809314.543000
467, 167809322.073800
472, 167809347.817400
476, 167809364.650100
477, 167809373.017700
482, 167809396.540400
486, 167809414.952900
487, 167809422.907600
492, 167809447.998000
496, 167809464.410400
497, 167809470.816600
502, 167809496.548400
505, 167809513.268900
507, 167809521.980900
512, 167809546.565100
516, 167809564.620400
519, 167809580.146800
522, 167809598.319900
524, 167809606.045600
527, 167809619.432000
532, 167809646.397700
535, 167809662.048400
539, 167809680.014100
542, 167809697.857400
546, 167809714.807100
549, 167809729.810600
552, 167809747.973900
555, 167809763.540900
559, 167809781.014000
562, 167809796.529500
566, 167809814.203200
569, 167809829.952600
572, 167809848.010200
576, 167809864.219000
1, 167809881.875100
3, 167809889.694600
7, 167809913.227300
9, 167809921.185500
14, 167809947.741100
18, 167809964.586600
19, 167809971.435800
22, 167809987.654700
25, 167810000.006400
31, 167810029.828900
34, 167810046.472900
36, 167810054.633900
39, 167810069.166400
44, 167810097.628200
48, 167810114.795000
51, 167810131.304800
52, 167810138.061500
57, 167810163.703600
61, 167810180.115700
63, 167810188.925100
67, 167810213.213900
71, 167810229.905500
73, 167810239.857900
77, 167810263.097400
81, 167810281.342400
83, 167810289.133100
87, 167810313.214800
91, 167810331.605800
93, 167810339.404600
95, 167810352.563100
101, 167810379.806100
104, 167810396.414300
106, 167810404.301700
109, 167810419.772800
112, 167810437.550800
115, 167810453.658800
119, 167810471.816700
124, 167810497.609400
128, 167810514.524100
131, 167810529.994800
134, 167810546.533700
136, 167810555.491700
141, 167810579.984600
144, 167810597.884600
148, 167810614.633300
149, 167810622.300900
154, 167810647.873200
158, 167810664.644000
159, 167810671.210400
164, 167810697.589400
168, 167810714.524300
171, 167810730.962200
174, 167810747.353900
178, 167810764.435500
181, 167810781.116200
184, 167810796.487200
188, 167810814.060000
191, 167810831.172200
194, 167810847.821400
197, 167810863.344600
201, 167810880.986600
204, 167810897.780300
208, 167810914.723300
211, 167810929.839000
212, 167810938.388500
217, 167810963.567000
221, 167810981.372100
223, 167810989.174600
227, 167811013.607800
231, 167811030.010000
232, 167811038.123800
238, 167811064.574200
241, 167811081.285500
242, 167811087.682300
248, 167811114.315200
251, 167811131.223900
253, 167811139.127100
