Frame Number, Receipt Time
143, 249206037.390200
394, 249206038.966600
398, 249206059.790500
402, 249206077.814600
404, 249206085.659400
408, 249206109.770600
412, 249206127.624200
414, 249206135.593400
416, 249206149.469400
422, 249206176.370000
424, 249206186.006500
426, 249206199.025300
430, 249206218.707200
433, 249206234.223900
437, 249206250.358500
440, 249206267.161300
445, 249206293.998600
449, 249206310.992500
452, 249206327.755800
454, 249206335.791800
458, 249206359.906700
462, 249206377.958100
463, 249206384.616400
469, 249206411.062300
472, 249206427.734600
474, 249206435.630000
478, 249206459.898000
482, 249206476.695200
484, 249206485.381300
489, 249206513.215400
492, 249206527.975000
493, 249206534.735200
497, 249206550.918800
500, 249206567.235800
505, 249206594.135700
509, 249206610.983800
510, 249206618.611400
513, 249206633.819000
516, 249206649.847300
522, 249206676.478000
525, 249206693.003200
529, 249206710.906800
532, 249206728.930100
535, 249206742.971300
539, 249206760.903800
542, 249206778.950800
545, 249206792.879700
549, 249206811.521600
552, 249206826.125100
555, 249206844.286600
559, 249206860.940200
562, 249206876.179600
565, 249206893.389900
567, 249206902.774900
569, 249206911.729100
575, 249206944.456600
1, 249206961.291300
2, 249206967.883300
5, 249206983.545300
8, 249206999.985600
12, 249207016.908700
14, 249207028.507300
20, 249207059.685900
24, 249207076.228700
27, 249207092.831100
30, 249207109.761600
34, 249207127.865500
37, 249207144.587300
39, 249207153.211900
44, 249207177.501400
47, 249207194.249300
49, 249207200.923400
54, 249207227.690300
57, 249207244.131600
59, 249207250.699200
64, 249207280.263400
67, 249207294.143800
69, 249207303.065200
72, 249207316.173800
77, 249207344.312000
81, 249207361.075200
82, 249207367.660600
85, 249207383.941000
89, 249207400.740500
91, 249207412.566100
97, 249207442.828400
100, 249207459.939900
104, 249207476.282600
107, 249207494.320900
112, 249207518.263500
114, 249207528.187000
117, 249207544.275700
119, 249207551.790300
124, 249207577.611200
127, 249207594.125200
130, 249207610.011900
134, 249207626.233800
135, 249207634.119900
140, 249207659.847900
144, 249207677.522700
147, 249207694.128900
151, 249207710.825200
154, 249207728.092000
157, 249207744.383600
161, 249207761.329900
164, 249207776.270800
167, 249207793.966600
170, 249207810.948900
174, 249207827.442800
177, 249207843.114800
181, 249207860.888400
185, 249207880.512000
186, 249207888.010100
191, 249207911.055400
195, 249207933.453300
197, 249207944.204400
201, 249207961.291400
202, 249207969.456800
207, 249207994.136000
211, 249208010.929500
212, 249208017.605200
217, 249208043.962000
221, 249208060.801600
222, 249208068.510000
227, 249208093.156800
231, 249208111.345000
233, 249208120.219000
235, 249208132.297600
240, 249208159.824800
244, 249208176.687800
245, 249208184.915000
248, 249208199.127000
252, 249208217.228900
255, 249208233.762200
258, 249208246.912500
261, 249208262.335400
264, 249208279.110900
268, 249208295.635700
271, 249208311.038300
275, 249208333.472000
281, 249208360.817600
285, 249208380.078000
286, 249208388.221200
290, 249208410.031100
294, 249208427.639800
296, 249208435.519300
301, 249208461.337800
304, 249208477.527300
306, 249208486.323700
311, 249208510.068200
314, 249208527.667400
316, 249208535.523700
318, 249208548.882300
324, 249208576.349500
327, 249208594.231500
331, 249208612.241400
334, 249208627.793700
337, 249208644.046800
342, 249208668.222600
344, 249208676.159500
347, 249208692.850500
351, 249208711.141700
354, 249208729.202900
357, 249208742.926800
361, 249208762.277200
364, 249208778.948800
367, 249208792.710900
371, 249208812.933000
374, 249208827.592900
378, 249208847.168400
381, 249208860.164000
384, 249208877.385200
387, 249208892.735200
391, 249208910.776000
392, 249208918.260100
397, 249208944.284800
399, 249208951.851300
402, 249208969.639700
407, 249208994.244400
409, 249209001.895700
412, 249209016.364200
415, 249209033.543800
418, 249209049.970700
422, 249209067.333800
427, 249209094.181300
431, 249209111.049000
434, 249209127.441000
436, 249209135.136900
440, 249209159.923400
444, 249209177.331200
445, 249209184.895700
451, 249209210.048700
454, 249209226.699800
455, 249209234.599000
461, 249209261.022200
464, 249209277.432000
465, 249209284.104600
471, 249209310.011200
474, 249209328.852900
476, 249209337.734700
