Frame Number, Receipt Time
523, 158593127.038800
458, 158593132.387800
462, 158593148.570600
463, 158593156.224200
468, 158593182.022800
472, 158593198.760500
473, 158593205.615500
478, 158593231.605900
481, 158593248.489500
483, 158593256.509200
488, 158593280.540300
492, 158593298.706700
495, 158593314.931700
498, 158593331.785600
501, 158593347.253800
505, 158593364.311700
508, 158593381.950200
511, 158593398.877200
515, 158593415.287400
518, 158593430.368000
521, 158593447.144200
525, 158593463.955600
528, 158593482.685100
530, 158593491.222300
532, 158593503.327200
538, 158593530.464200
541, 158593547.236800
543, 158593554.981600
546, 158593570.585600
550, 158593589.305200
553, 158593604.800600
555, 158593616.909500
561, 158593647.133600
565, 158593664.087000
568, 158593680.904200
571, 158593697.347000
575, 158593714.885100
0, 158593732.753500
2, 158593740.780000
7, 158593764.175800
10, 158593781.908800
12, 158593789.423600
17, 158593814.217500
20, 158593832.189200
22, 158593840.091200
27, 158593863.953500
30, 158593882.159300
32, 158593891.721500
37, 158593915.400700
38, 158593923.203000
43, 158593947.258300
45, 158593955.230600
50, 158593980.658800
52, 158593989.356300
54, 158594000.260600
60, 158594030.277000
63, 158594047.335600
67, 158594064.047900
72, 158594088.696500
73, 158594098.497300
77, 158594115.321300
80, 158594132.678900
82, 158594140.649900
87, 158594165.351700
90, 158594181.959100
93, 158594197.301500
97, 158594214.278200
98, 158594222.166800
103, 158594247.204100
107, 158594265.045300
108, 158594271.812100
114, 158594298.551100
117, 158594314.868100
120, 158594331.608400
123, 158594348.337300
127, 158594365.328000
130, 158594381.921800
134, 158594398.657600
137, 158594415.207900
140, 158594431.587200
143, 158594448.512500
147, 158594464.223300
150, 158594481.634900
154, 158594498.610800
157, 158594513.968500
160, 158594530.522000
163, 158594547.329800
165, 158594556.411400
170, 158594580.913600
173, 158594597.427400
175, 158594605.701400
180, 158594632.371700
183, 158594648.537500
185, 158594655.147900
190, 158594682.206700
194, 158594698.552600
195, 158594705.184700
200, 158594730.514700
205, 158594755.844700
207, 158594763.815800
210, 158594780.510700
214, 158594798.609700
215, 158594806.513900
218, 158594819.969400
221, 158594838.164300
225, 158594854.683600
230, 158594882.144700
233, 158594898.155100
237, 158594915.304600
240, 158594932.168800
244, 158594948.903000
245, 158594957.099200
250, 158594981.150600
254, 158594998.617400
255, 158595006.459400
260, 158595031.797300
263, 158595048.492800
265, 158595054.994000
270, 158595080.470500
273, 158595097.620500
275, 158595105.803800
280, 158595130.445600
282, 158595138.532100
284, 158595153.170500
290, 158595182.065100
294, 158595198.555500
297, 158595213.983800
300, 158595231.959300
305, 158595254.730000
307, 158595263.950500
310, 158595280.486800
314, 158595298.551400
317, 158595315.205200
320, 158595330.968600
323, 158595348.444700
327, 158595364.481200
330, 158595381.919600
334, 158595398.578400
337, 158595413.897900
340, 158595431.946100
343, 158595448.475400
347, 158595463.915700
350, 158595481.989900
352, 158595490.927500
357, 158595515.575400
359, 158595523.731800
361, 158595538.028100
367, 158595565.511800
368, 158595573.139800
372, 158595588.703200
374, 158595603.325300
378, 158595618.727900
380, 158595632.054100
387, 158595663.990500
390, 158595680.535400
393, 158595698.431100
398, 158595723.100200
400, 158595732.976500
403, 158595748.475800
405, 158595756.171100
410, 158595782.000000
414, 158595798.633700
415, 158595805.541200
420, 158595831.780200
424, 158595848.790700
425, 158595855.254600
430, 158595882.259100
434, 158595898.948900
435, 158595905.632600
440, 158595931.910700
444, 158595948.600200
445, 158595956.687600
448, 158595970.083400
453, 158595997.220800
457, 158596013.993800
458, 158596023.181400
461, 158596036.851700
465, 158596054.982500
470, 158596081.823100
474, 158596098.638700
477, 158596114.167500
480, 158596130.572800
482, 158596139.215800
487, 158596165.456700
490, 158596182.645800
494, 158596198.649900
497, 158596214.036300
498, 158596221.897600
503, 158596248.411300
507, 158596265.403600
508, 158596272.961000
513, 158596297.222200
517, 158596315.092500
520, 158596330.554700
523, 158596348.262000
527, 158596363.859400
530, 158596382.298000
533, 158596398.197200
537, 158596414.150300
540, 158596432.489400
Frame Number, Receipt Time
547, 158596463.879600
550, 158596480.804800
553, 158596497.154800
557, 158596515.550200
560, 158596532.303200
562, 158596540.087500
567, 158596564.187500
570, 158596582.020700
572, 158596589.871400
577, 158596614.208200
2, 158596632.411600
4, 158596640.605700
9, 158596664.310000
12, 158596682.748800
14, 158596691.215800
19, 158596716.581000
22, 158596732.327100
24, 158596741.077700
26, 158596754.427200
32, 158596782.202700
35, 158596798.629900
37, 158596806.151800
40, 158596822.117900
45, 158596848.469900
49, 158596865.612700
52, 158596881.300700
55, 158596899.380300
59, 158596915.731200
62, 158596930.976300
65, 158596948.439600
67, 158596958.535200
72, 158596982.433200
76, 158596998.588100
77, 158597005.128300
82, 158597031.449200
