Frame Number, Timestamp
3450, 619367338.097300
3451, 619367342.817200
3452, 619367348.049000
3453, 619367352.983400
3454, 619367357.955500
3455, 619367362.629200
3456, 619367368.034100
3457, 619367372.889000
3458, 619367377.737500
3459, 619367382.748300
3460, 619367387.696300
3461, 619367392.818700
3462, 619367397.707500
3463, 619367403.014700
3464, 619367407.845800
3465, 619367412.926400
3466, 619367417.613100
3467, 619367422.638500
3468, 619367427.629500
3469, 619367432.756800
3470, 619367437.795100
3471, 619367442.654000
3472, 619367447.839200
3473, 619367453.022000
3474, 619367457.922900
3475, 619367462.696600
3476, 619367467.582900
3477, 619367472.922600
3478, 619367477.847700
3479, 619367482.795200
3480, 619367487.826400
3481, 619367492.651400
3482, 619367497.751400
3483, 619367502.967000
3484, 619367507.764600
3485, 619367512.814500
3486, 619367517.552800
3487, 619367522.688700
3488, 619367527.586500
3489, 619367532.770000
3490, 619367537.772000
3491, 619367542.623300
3492, 619367548.209200
3493, 619367552.895000
3494, 619367558.529200
3495, 619367562.704300
3496, 619367567.839400
3497, 619367572.773600
3498, 619367577.529300
3499, 619367582.644400
3500, 619367587.645900
3501, 619367592.951200
3502, 619367597.804600
3503, 619367602.978900
3504, 619367607.586600
3505, 619367613.200800
3506, 619367617.503300
3507, 619367622.870000
3508, 619367627.628600
3509, 619367632.607200
3510, 619367637.883000
3511, 619367642.775500
3512, 619367647.597700
3513, 619367652.807900
3514, 619367657.598500
3515, 619367662.628900
3516, 619367668.005100
3517, 619367672.969800
3518, 619367678.003500
3519, 619367683.276100
3520, 619367688.221900
3521, 619367692.941900
3522, 619367698.122500
3523, 619367702.862100
3524, 619367708.068300
3525, 619367712.854600
3526, 619367717.662900
3527, 619367722.624200
3528, 619367727.664300
3529, 619367732.506700
3530, 619367737.826000
3531, 619367742.566000
3532, 619367748.027400
3533, 619367753.511600
3534, 619367758.074600
3535, 619367762.777100
3536, 619367767.609700
3537, 619367772.838600
3538, 619367777.653300
3539, 619367782.725500
3540, 619367787.817200
3541, 619367792.699400
3542, 619367797.664600
3543, 619367802.883600
3544, 619367807.512100
3545, 619367813.203100
3546, 619367817.596700
3547, 619367822.839100
3548, 619367828.056400
3549, 619367833.082400
3550, 619367838.025300
3551, 619367842.751300
3552, 619367847.851900
3553, 619367853.096900
3554, 619367857.628900
3555, 619367862.552000
3556, 619367867.811300
3557, 619367872.881600
3558, 619367877.838300
3559, 619367882.939500
3560, 619367887.812300
3561, 619367893.220400
3562, 619367897.587500
3563, 619367903.025100
3564, 619367907.660900
3565, 619367912.732500
3566, 619367917.547700
3567, 619367922.584500
3568, 619367928.021700
3569, 619367932.799600
3570, 619367937.913500
3571, 619367942.727000
3572, 619367947.956500
3573, 619367953.068800
3574, 619367957.783200
3575, 619367962.690400
3576, 619367967.548100
3577, 619367972.918400
