Frame Number, Timestamp
392, 157058177.795800
394, 157058177.859000
399, 157058177.878300
402, 157058177.883100
385, 157058181.411700
388, 157058197.086300
391, 157058213.812600
395, 157058230.715900
398, 157058247.298000
401, 157058264.396300
404, 157058279.140700
408, 157058296.477000
411, 157058314.278300
414, 157058330.395500
418, 157058347.304100
421, 157058363.830200
423, 157058372.104500
428, 157058397.110000
431, 157058413.885500
433, 157058421.338900
438, 157058446.117300
441, 157058463.065500
443, 157058470.699100
448, 157058497.347100
451, 157058514.217400
453, 157058521.802300
458, 157058547.427700
459, 157058554.450200
462, 157058568.969300
468, 157058597.440900
471, 157058613.812300
473, 157058621.075300
476, 157058637.919400
481, 157058663.829700
485, 157058681.057300
488, 157058696.041700
491, 157058713.929700
495, 157058730.861400
496, 157058737.838000
501, 157058762.536100
505, 157058780.999700
506, 157058789.885300
511, 157058813.615500
514, 157058829.355700
516, 157058838.539000
521, 157058866.315100
525, 157058882.349000
526, 157058888.576000
531, 157058916.348100
535, 157058930.498800
536, 157058937.196700
541, 157058964.666100
545, 157058980.818200
546, 157058990.472900
549, 157059001.946400
552, 157059020.355300
556, 157059037.102000
561, 157059065.686700
566, 157059086.608900
569, 157059103.114900
573, 157059122.206500
0, 157059147.782800
2, 157059157.116400
3, 157059165.117100
7, 157059180.751600
10, 157059195.737400
13, 157059214.789200
17, 157059232.916700
20, 157059247.010200
23, 157059264.438300
26, 157059280.708800
30, 157059297.291000
33, 157059315.138600
36, 157059329.960400
40, 157059347.097800
43, 157059364.747100
47, 157059382.935400
48, 157059390.116200
51, 157059405.996200
54, 157059420.016900
58, 157059440.578200
61, 157059453.235800
64, 157059470.124300
68, 157059488.381800
73, 157059513.806200
77, 157059530.933700
80, 157059547.627000
81, 157059555.320700
86, 157059581.125800
90, 157059597.654000
92, 157059607.167800
96, 157059629.271100
100, 157059647.587500
101, 157059654.891000
106, 157059680.331400
110, 157059697.996600
111, 157059704.007100
117, 157059731.002200
120, 157059747.492900
121, 157059754.952700
124, 157059770.671800
128, 157059786.531100
131, 157059803.909700
134, 157059820.385300
137, 157059831.776100
143, 157059864.654600
146, 157059880.540400
150, 157059896.435900
153, 157059912.379700
157, 157059930.567200
160, 157059947.521200
161, 157059955.311300
167, 157059980.544500
170, 157059997.321600
171, 157060004.144500
176, 157060030.418100
180, 157060047.259100
181, 157060055.086100
186, 157060079.341000
190, 157060097.633700
193, 157060113.982000
195, 157060122.012200
200, 157060146.308200
201, 157060154.159200
204, 157060168.556300
210, 157060196.966400
213, 157060213.874600
217, 157060230.560900
220, 157060247.165800
223, 157060263.587800
226, 157060280.312200
230, 157060296.268300
233, 157060314.069300
237, 157060330.539900
240, 157060347.031200
243, 157060362.452400
247, 157060380.702400
250, 157060397.576100
251, 157060405.067900
256, 157060429.422300
260, 157060447.334600
261, 157060454.802800
266, 157060479.323600
270, 157060496.348100
271, 157060503.946500
277, 157060530.793600
280, 157060547.526700
282, 157060555.545600
284, 157060568.716100
290, 157060597.613500
293, 157060612.425200
295, 157060620.962900
297, 157060635.164000
301, 157060653.619700
306, 157060680.360500
310, 157060697.316600
313, 157060713.613000
317, 157060730.737400
320, 157060747.475500
322, 157060755.832600
326, 157060779.270200
330, 157060797.657000
331, 157060805.198700
337, 157060830.810800
340, 157060847.606800
342, 157060855.558200
346, 157060879.425900
350, 157060897.871300
352, 157060905.973900
354, 157060919.062100
360, 157060947.424600
363, 157060963.992100
365, 157060970.407800
368, 157060986.678300
371, 157061003.526900
374, 157061020.392800
377, 157061031.611700
383, 157061062.557000
386, 157061079.402700
390, 157061095.627000
393, 157061113.950400
396, 157061129.086700
400, 157061147.593500
403, 157061164.022200
405, 157061172.027600
410, 157061197.583500
413, 157061213.782100
416, 157061230.323200
420, 157061247.070800
423, 157061264.159600
426, 157061280.145600
430, 157061295.691300
433, 157061313.391100
436, 157061330.355900
440, 157061347.627500
443, 157061362.342400
447, 157061380.672300
450, 157061397.078500
451, 157061404.917400
454, 157061418.503700
458, 157061436.645800
461, 157061453.632700
467, 157061480.580800
470, 157061497.220900
473, 157061512.648100
476, 157061530.311700
480, 157061547.501800
481, 157061554.062900
486, 157061579.330800
490, 157061596.164000
491, 157061604.055700
497, 157061630.631200
500, 157061647.755500
501, 157061655.225300
507, 157061680.883800
510, 157061697.709000
511, 157061705.293100
516, 157061729.437700
520, 157061747.737300
522, 157061755.805900
524, 157061769.062200
530, 157061797.716200
533, 157061812.560800
536, 157061829.255400
540, 157061847.556200
541, 157061855.084600
547, 157061880.745200
551, 157061903.934100
553, 157061912.779400
557, 157061930.635300
558, 157061938.345800
563, 157061963.903200
567, 157061980.904200
568, 157061987.930400
573, 157062013.618100
577, 157062030.431600
0, 157062039.271000
5, 157062062.657900
9, 157062081.382600
10, 157062089.928300
15, 157062112.397500
19, 157062130.767700
20, 157062138.495600
23, 157062151.906300
29, 157062180.487800
32, 157062197.738400
35, 157062214.139200
38, 157062230.190600
42, 157062246.173700
45, 157062264.220000
49, 157062280.555300
52, 157062297.294100
55, 157062312.337900
58, 157062329.257700
62, 157062347.371900
65, 157062363.685100
68, 157062380.336600
72, 157062397.562600
73, 157062405.118400
78, 157062429.735800
82, 157062446.064800
83, 157062453.682500
89, 157062480.513200
92, 157062497.580700
93, 157062505.404600
98, 157062529.341300
102, 157062547.754800
104, 157062558.447700
106, 157062568.571100
112, 157062597.186800
115, 157062613.982200
116, 157062620.307000
120, 157062636.784200
125, 157062663.696600
129, 157062680.539700
132, 157062695.913100
135, 157062713.598000
139, 157062730.469900
140, 157062737.285600
145, 157062763.712300
149, 157062780.568500
150, 157062788.754100
155, 157062812.659600
158, 157062829.356500
160, 157062837.438600
165, 157062864.029500
169, 157062880.482900
170, 157062886.896300
175, 157062912.501700
178, 157062929.420700
180, 157062937.436500
183, 157062952.088200
189, 157062980.504000
192, 157062997.525900
194, 157063005.763400
196, 157063018.930300
202, 157063047.016400
207, 157063071.157900
209, 157063080.881500
212, 157063097.630700
215, 157063113.502500
218, 157063129.218400
220, 157063136.970300
225, 157063164.477500
229, 157063181.022100
230, 157063187.628800
235, 157063213.888900
238, 157063230.303500
242, 157063247.329300
245, 157063264.228700
248, 157063280.374000
252, 157063297.459200
255, 157063312.508400
259, 157063330.883900
262, 157063345.906600
265, 157063363.971400
268, 157063380.246200
272, 157063395.751800
273, 157063403.429800
277, 157063420.864800
282, 157063447.216900
286, 157063469.959300
288, 157063479.372700
292, 157063496.300300
296, 157063519.979500
298, 157063529.552100
302, 157063547.187300
303, 157063554.637300
309, 157063580.886100
312, 157063597.741700
314, 157063605.385800
318, 157063629.332900
322, 157063647.778300
324, 157063655.619700
328, 157063679.254900
332, 157063695.924200
333, 157063703.933600
339, 157063730.594900
342, 157063747.553300
343, 157063755.049400
346, 157063768.729700
352, 157063796.183300
355, 157063812.712500
357, 157063821.793600
359, 157063835.249200
363, 157063853.530100
366, 157063870.337500
370, 157063887.137000
375, 157063914.298900
379, 157063930.771500
380, 157063937.424500
385, 157063962.610600
388, 157063979.311100
390, 157063987.996000
395, 157064012.636500
398, 157064029.248400
400, 157064037.005000
405, 157064063.816400
409, 157064080.740000
410, 157064088.589100
415, 157064112.789800
419, 157064131.115100
420, 157064138.779700
423, 157064151.602700
429, 157064180.605200
432, 157064197.532200
435, 157064214.063700
