Frame Number, Receipt Time, Data Delivered, Data Synchronized, Data Processed, Delivered To DataStream, Network Transmission
1504564, 618577752.752600, 0.003306, 0.000175, 0.001836, 0.000116, 
1504566, 618577765.945400, 0.003372, 0.000185, 0.002225, 0.000117, 
1504569, 618577776.811400, 0.003323, 0.000177, 0.001894, 0.000121, 
1504571, 618577789.161000, 0.003308, 0.000159, 0.001833, 0.000109, 
1504574, 618577801.780500, 0.003429, 0.000244, 0.001774, 0.000110, 
1504576, 618577814.155200, 0.003300, 0.000219, 0.003168, 0.000130, 
1504578, 618577826.774300, 0.003422, 0.000253, 0.001928, 0.000115, 
1504581, 618577839.271000, 0.003430, 0.000164, 0.001816, 0.000096, 
1504583, 618577851.627200, 0.003398, 0.000284, 0.001939, 0.000114, 
1504586, 618577864.269300, 0.003361, 0.000433, 0.002266, 0.000118, 
1504588, 618577876.671500, 0.003357, 0.000271, 0.002331, 0.000110, 
1504591, 618577889.308300, 0.003369, 0.000183, 0.001891, 0.000127, 
1504593, 618577901.778600, 0.003350, 0.000282, 0.001919, 0.000098, 
1504596, 618577914.158600, 0.003406, 0.000377, 0.001947, 0.000098, 
1504598, 618577926.783100, 0.003276, 0.000198, 0.002057, 0.000119, 
1504601, 618577939.289900, 0.003285, 0.000213, 0.002134, 0.000136, 
1504603, 618577951.675600, 0.003302, 0.000201, 0.003239, 0.000119, 
1504606, 618577964.296500, 0.003407, 0.000295, 0.001989, 0.000113, 
1504608, 618577976.636900, 0.003407, 0.000260, 0.001915, 0.000105, 
1504611, 618577989.344100, 0.003303, 0.000181, 0.001890, 0.000110, 
1504614, 618578001.787300, 0.003311, 0.000167, 0.001910, 0.000111, 0.000091
1504616, 618578014.156300, 0.003298, 0.000167, 0.002307, 0.000111, 0.000090
1504618, 618578026.761100, 0.003389, 0.000231, 0.001882, 0.000101, 0.000089
1504621, 618578039.259000, 0.003378, 0.000237, 0.001824, 0.000144, 0.000089
1504623, 618578051.645000, 0.003301, 0.000189, 0.002008, 0.000118, 0.000087
1504626, 618578064.281600, 0.003393, 0.000331, 0.001988, 0.000108, 0.000088
1504628, 618578076.651100, 0.003356, 0.000242, 0.001992, 0.000116, 0.000086
1504631, 618578089.292800, 0.003393, 0.000290, 0.001829, 0.000092, 0.000086
1504634, 618578101.758400, 0.003293, 0.000184, 0.001915, 0.000107, 0.000086
1504636, 618578114.226600, 0.003297, 0.000188, 0.002618, 0.000123, 0.000099
1504638, 618578126.891700, 0.003297, 0.000166, 0.002111, 0.000108, 0.000101
1504641, 618578139.346900, 0.003383, 0.000161, 0.002060, 0.000103, 0.000101
1504643, 618578151.715200, 0.003308, 0.000164, 0.002066, 0.000110, 0.000101
1504646, 618578164.391600, 0.003403, 0.000252, 0.001977, 0.000121, 0.000103
1504648, 618578176.899200, 0.003296, 0.000182, 0.001919, 0.000109, 0.000104
1504651, 618578189.243200, 0.003446, 0.000274, 0.001963, 0.000100, 0.000106
1504653, 618578201.779600, 0.003286, 0.000194, 0.002106, 0.000115, 0.000106
1504656, 618578214.317200, 0.003401, 0.000321, 0.002413, 0.000119, 0.000107
1504658, 618578226.645300, 0.003291, 0.000190, 0.002081, 0.000126, 0.000107
1504661, 618578239.274000, 0.003318, 0.000157, 0.002019, 0.000106, 0.000107
1504663, 618578251.624400, 0.003311, 0.000187, 0.002172, 0.000126, 0.000107
1504666, 618578264.275500, 0.003300, 0.000189, 0.002530, 0.000118, 0.000108
1504668, 618578276.647000, 0.003285, 0.000177, 0.002109, 0.000114, 0.000109
1504671, 618578289.297600, 0.003423, 0.000187, 0.001939, 0.000108, 0.000108
1504674, 618578301.758800, 0.003383, 0.000158, 0.001920, 0.000112, 0.000109
1504676, 618578314.166100, 0.003392, 0.000340, 0.002147, 0.000113, 0.000108
1504679, 618578326.811500, 0.003304, 0.000167, 0.001987, 0.000114, 0.000109
1504681, 618578339.419900, 0.003325, 0.000174, 0.001900, 0.000129, 0.000108
1504683, 618578351.693500, 0.003303, 0.000153, 0.001902, 0.000114, 0.000111
1504688, 618578376.813700, 0.003304, 0.000176, 0.002286, 0.000136, 0.000099
1504694, 618578402.601200, 0.003305, 0.000204, 0.002150, 0.000119, 0.000098
1504699, 618578431.272400, 0.003420, 0.000167, 0.001974, 0.000100, 0.000098
1504705, 618578460.001800, 0.003425, 0.000232, 0.001875, 0.000106, 0.000096
1504711, 618578490.037300, 0.003390, 0.000282, 0.002047, 0.000120, 0.000096
1504716, 618578515.813100, 0.003416, 0.000367, 0.001865, 0.000280, 0.000095
1504721, 618578541.138000, 0.003447, 0.000313, 0.001784, 0.000104, 0.000094
1504726, 618578566.332500, 0.003279, 0.000179, 0.002551, 0.000128, 0.000093
1504732, 618578591.790700, 0.003299, 0.000172, 0.002046, 0.000119, 0.000092
1504737, 618578616.883600, 0.003446, 0.000225, 0.001770, 0.000118, 0.000092
1504742, 618578641.888100, 0.003371, 0.000168, 0.001941, 0.000117, 0.000091
1504747, 618578667.357300, 0.003294, 0.000169, 0.001872, 0.000109, 0.000091
1504752, 618578692.543400, 0.003314, 0.000173, 0.002017, 0.000106, 0.000089
1504757, 618578717.504300, 0.003477, 0.000277, 0.001934, 0.000110, 0.000090
1504762, 618578742.513500, 0.003390, 0.000165, 0.002090, 0.000154, 0.000090
1504767, 618578767.626000, 0.003625, 0.000209, 0.001974, 0.000114, 0.000098
1504772, 618578792.679000, 0.003325, 0.000160, 0.001942, 0.000100, 0.000096
1504777, 618578817.654800, 0.003299, 0.000162, 0.001921, 0.000137, 0.000097
1504782, 618578842.758000, 0.003406, 0.000320, 0.001887, 0.000107, 0.000098
1504787, 618578867.654800, 0.003567, 0.000233, 0.001980, 0.000112, 0.000095
1504792, 618578892.703200, 0.003439, 0.000313, 0.002028, 0.000120, 0.000095
1504797, 618578917.617100, 0.003393, 0.000296, 0.001875, 0.000110, 0.000094
1504802, 618578942.656500, 0.003410, 0.000165, 0.001880, 0.000098, 0.000095
1504807, 618578967.571000, 0.003387, 0.000292, 0.001726, 0.000108, 0.000095
1504812, 618578992.797500, 0.003292, 0.000180, 0.001805, 0.000115, 0.000094
1504817, 618579017.698900, 0.003294, 0.000186, 0.001940, 0.000172, 0.000095
1504822, 618579042.696300, 0.003416, 0.000313, 0.001971, 0.000113, 0.000093
1504827, 618579067.721900, 0.003303, 0.000196, 0.001891, 0.000154, 0.000093
1504832, 618579092.785000, 0.003400, 0.000241, 0.001902, 0.000100, 0.000093
1504837, 618579117.755700, 0.003408, 0.000301, 0.001975, 0.000110, 0.000094
1504842, 618579142.714300, 0.003396, 0.000320, 0.001927, 0.000111, 0.000095
1504847, 618579167.864900, 0.003318, 0.000170, 0.001975, 0.000126, 0.000095
1504852, 618579192.859100, 0.003301, 0.000154, 0.001874, 0.000111, 0.000096
