Frame Number, Receipt Time, Data Delivered, Data Synchronized, Data Processed, Delivered To DataStream, Network Transmission
82429, 623220865.504000, 0.003334, 0.000374, 0.000991, 0.000109, 
82433, 623220884.517500, 0.003303, 0.000368, 0.000853, 0.000102, 
82434, 623220888.676300, 0.003387, 0.000284, 0.000856, 0.000103, 
82435, 623220892.840600, 0.003290, 0.000365, 0.000978, 0.000101, 
82436, 623220897.166700, 0.003211, 0.000150, 0.000844, 0.000107, 
82437, 623220903.422700, 0.003308, 0.000373, 0.000975, 0.000106, 
82438, 623220907.655100, 0.003384, 0.000407, 0.000860, 0.000109, 
82439, 623220912.573200, 0.003278, 0.000360, 0.000907, 0.000111, 
82440, 623220917.210000, 0.003150, 0.000156, 0.000882, 0.000108, 
82441, 623220922.729500, 0.003291, 0.000391, 0.001042, 0.000104, 
82442, 623220927.696000, 0.003366, 0.000382, 0.001002, 0.000095, 
82443, 623220932.274700, 0.003220, 0.000162, 0.000915, 0.000115, 
82444, 623220937.566100, 0.003373, 0.000332, 0.000845, 0.000112, 
82445, 623220942.560500, 0.003296, 0.000369, 0.000859, 0.000124, 
82446, 623220947.322600, 0.003220, 0.000154, 0.000943, 0.000111, 
82447, 623220952.647700, 0.003306, 0.000380, 0.000935, 0.000108, 
82448, 623220957.633200, 0.003328, 0.000396, 0.000952, 0.000099, 
82449, 623220962.851400, 0.003350, 0.000358, 0.001163, 0.000117, 
82450, 623220968.912700, 0.003350, 0.000384, 0.000991, 0.000107, 
82451, 623220972.316600, 0.003353, 0.000146, 0.000851, 0.000102, 
82452, 623220977.421500, 0.003339, 0.000252, 0.000820, 0.000100, 0.000068
82453, 623220982.514500, 0.003312, 0.000280, 0.000890, 0.000116, 0.000068
82454, 623220987.594300, 0.003357, 0.000360, 0.000864, 0.000107, 0.000067
82455, 623220992.654900, 0.003314, 0.000370, 0.000952, 0.000108, 0.000067
82456, 623220997.277000, 0.003192, 0.000199, 0.000901, 0.000129, 0.000065
82457, 623221002.732600, 0.003322, 0.000395, 0.000983, 0.000114, 0.000065
82458, 623221007.160400, 0.003216, 0.000144, 0.000837, 0.000107, 0.000066
82459, 623221012.889200, 0.003272, 0.000348, 0.001223, 0.000122, 0.000066
82460, 623221017.478600, 0.003324, 0.000326, 0.000862, 0.000104, 0.000068
82461, 623221022.145200, 0.003153, 0.000139, 0.000843, 0.000107, 0.000068
82462, 623221027.195200, 0.003225, 0.000154, 0.000853, 0.000115, 0.000068
82463, 623221032.572200, 0.003194, 0.000207, 0.001154, 0.000111, 0.000068
82464, 623221037.793100, 0.003365, 0.000390, 0.001026, 0.000117, 0.000068
82465, 623221042.745100, 0.003389, 0.000335, 0.001042, 0.000112, 0.000068
82466, 623221047.346400, 0.003212, 0.000154, 0.000969, 0.000113, 0.000069
82467, 623221052.713000, 0.003356, 0.000321, 0.001053, 0.000114, 0.000069
82468, 623221057.501400, 0.003331, 0.000381, 0.000837, 0.000105, 0.000068
82469, 623221062.234900, 0.003145, 0.000146, 0.000916, 0.000120, 0.000068
82470, 623221067.554700, 0.003383, 0.000362, 0.000833, 0.000114, 0.000067
82471, 623221072.282300, 0.003166, 0.000139, 0.000825, 0.000103, 0.000067
82472, 623221077.333300, 0.003151, 0.000150, 0.001021, 0.000102, 0.000068
82473, 623221084.698400, 0.003207, 0.000168, 0.000944, 0.000107, 0.000068
82474, 623221088.257500, 0.003270, 0.000391, 0.001049, 0.000120, 0.000067
82475, 623221092.632800, 0.003327, 0.000400, 0.000948, 0.000100, 0.000068
82476, 623221097.228200, 0.003247, 0.000168, 0.000855, 0.000106, 0.000068
82477, 623221102.679000, 0.003266, 0.000372, 0.001035, 0.000099, 0.000068
82478, 623221107.625400, 0.003339, 0.000421, 0.000874, 0.000126, 0.000068
82479, 623221112.880100, 0.003332, 0.000401, 0.001133, 0.000130, 0.000068
82480, 623221117.450800, 0.003337, 0.000322, 0.000831, 0.000108, 0.000066
82481, 623221122.658100, 0.003260, 0.000391, 0.000997, 0.000103, 0.000066
82482, 623221127.168900, 0.003197, 0.000161, 0.000849, 0.000115, 0.000067
82483, 623221132.647500, 0.003285, 0.000402, 0.000945, 0.000108, 0.000067
82484, 623221137.733200, 0.003375, 0.000455, 0.000947, 0.000104, 0.000067
82485, 623221142.144700, 0.003197, 0.000147, 0.000849, 0.000103, 0.000067
82486, 623221147.220700, 0.003216, 0.000146, 0.000841, 0.000113, 0.000066
82487, 623221152.572100, 0.003302, 0.000360, 0.000905, 0.000104, 0.000066
82488, 623221157.251400, 0.003170, 0.000172, 0.000890, 0.000113, 0.000068
