Frame Number, Timestamp
523, 158593127.013800
458, 158593132.369600
462, 158593148.544000
463, 158593156.204900
468, 158593182.000900
472, 158593198.735300
473, 158593205.595500
478, 158593231.582700
481, 158593248.467300
483, 158593256.488600
488, 158593280.516700
492, 158593298.678500
495, 158593314.908700
498, 158593331.762900
501, 158593347.232000
505, 158593364.282700
508, 158593381.924700
511, 158593398.414600
515, 158593415.255800
518, 158593430.345100
521, 158593447.123700
525, 158593463.934900
528, 158593482.661000
530, 158593491.196500
532, 158593503.303600
538, 158593530.432400
541, 158593547.208000
543, 158593554.961300
546, 158593570.560100
550, 158593589.281100
553, 158593604.777700
555, 158593616.887700
561, 158593647.102400
565, 158593664.053600
568, 158593680.880400
571, 158593697.322400
575, 158593714.860900
0, 158593732.732100
2, 158593740.759200
7, 158593764.144800
10, 158593781.882200
12, 158593789.404000
17, 158593814.194300
20, 158593832.165500
22, 158593840.070500
27, 158593863.921500
30, 158593882.129000
32, 158593891.695000
37, 158593915.374800
38, 158593923.181300
43, 158593947.224500
45, 158593955.209900
50, 158593980.634100
52, 158593989.336700
54, 158594000.240300
60, 158594030.240700
63, 158594047.313300
67, 158594064.026200
72, 158594088.659500
73, 158594098.475300
77, 158594115.281600
80, 158594132.596600
82, 158594140.628700
87, 158594165.326700
90, 158594181.935300
93, 158594197.276100
97, 158594214.255900
98, 158594222.128700
103, 158594247.178500
107, 158594265.022300
108, 158594271.791400
114, 158594298.526500
117, 158594314.845100
120, 158594331.576100
123, 158594348.313100
127, 158594365.303500
130, 158594381.898500
134, 158594398.634800
137, 158594415.179500
140, 158594431.563100
143, 158594448.489300
147, 158594464.201400
150, 158594481.610300
154, 158594498.587900
157, 158594513.948400
160, 158594530.501100
163, 158594547.307600
165, 158594556.289900
170, 158594580.888500
173, 158594597.392900
175, 158594605.679900
180, 158594632.321300
183, 158594648.500300
185, 158594655.115700
190, 158594682.179900
194, 158594698.526300
195, 158594705.164300
200, 158594730.469900
205, 158594755.819700
207, 158594763.792500
210, 158594780.481300
214, 158594798.586500
215, 158594806.457800
218, 158594819.947400
221, 158594838.141300
225, 158594854.662500
230, 158594882.119400
233, 158594898.131000
237, 158594915.282900
240, 158594932.145100
244, 158594948.873400
245, 158594957.077600
250, 158594981.122100
254, 158594998.596500
255, 158595006.438300
260, 158595031.764900
263, 158595048.469700
265, 158595054.973700
270, 158595080.447100
273, 158595097.597800
275, 158595105.783900
280, 158595130.409600
282, 158595138.512300
284, 158595153.149300
290, 158595182.038400
294, 158595198.533500
297, 158595213.962200
300, 158595231.926000
305, 158595254.701500
307, 158595263.929100
310, 158595280.451900
314, 158595298.530900
317, 158595315.181500
320, 158595330.946300
323, 158595348.422500
327, 158595364.456400
330, 158595381.898200
334, 158595398.556300
337, 158595413.867600
340, 158595431.918900
343, 158595448.452400
347, 158595463.893300
350, 158595481.966000
352, 158595490.894600
357, 158595515.543300
359, 158595523.712200
361, 158595538.006900
367, 158595565.476500
368, 158595573.120400
372, 158595588.669700
374, 158595603.303700
378, 158595618.706300
380, 158595632.030600
387, 158595663.965100
390, 158595680.509100
393, 158595698.399500
398, 158595723.075000
400, 158595732.943900
403, 158595748.453700
405, 158595756.138100
410, 158595781.966100
414, 158595798.607200
415, 158595805.519600
420, 158595831.744000
424, 158595848.770400
425, 158595855.234000
430, 158595882.232800
434, 158595898.926400
435, 158595905.612000
440, 158595931.876700
444, 158595948.575400
445, 158595956.665700
448, 158595970.061800
453, 158595997.185200
457, 158596013.968600
458, 158596022.193700
461, 158596036.828400
465, 158596054.960600
470, 158596081.797800
474, 158596098.615300
477, 158596114.144500
480, 158596130.549500
482, 158596139.196300
487, 158596165.424500
490, 158596182.622700
494, 158596198.629900
497, 158596214.011600
498, 158596221.878100
503, 158596248.385900
507, 158596265.370400
508, 158596272.941000
513, 158596297.198200
517, 158596315.069100
520, 158596330.529200
523, 158596348.240400
527, 158596363.834500
530, 158596382.275400
533, 158596398.175800
537, 158596414.128300
540, 158596432.466900
544, 158596448.906700
547, 158596463.858500
550, 158596480.782300
553, 158596497.122500
557, 158596515.527100
560, 158596532.280000
562, 158596540.065900
567, 158596564.158100
570, 158596581.994700
572, 158596589.839300
577, 158596614.181200
2, 158596632.388000
4, 158596640.585500
9, 158596664.278000
12, 158596682.723300
14, 158596691.182200
19, 158596716.555500
22, 158596732.301100
24, 158596741.057500
26, 158596754.396800
32, 158596782.176300
35, 158596798.588200
37, 158596806.130700
40, 158596822.084000
45, 158596848.446200
49, 158596865.589900
52, 158596881.276600
55, 158596899.355000
59, 158596915.708500
62, 158596930.953000
65, 158596948.416800
67, 158596958.511900
72, 158596982.404300
76, 158596998.565900
77, 158597005.108500
82, 158597031.408900
85, 158597048.027200
87, 158597056.522300
92, 158597081.888100
96, 158597098.649700
97, 158597110.008300
100, 158597120.636200
106, 158597150.833100
109, 158597165.456300
110, 158597172.263700
115, 158597198.489500
119, 158597215.415000
120, 158597223.474200
126, 158597249.217700
130, 158597272.270100
135, 158597298.680000
137, 158597310.156000
139, 158597317.940400
142, 158597332.495500
145, 158597349.493000
149, 158597365.428100
152, 158597381.779700
155, 158597399.074300
159, 158597415.251700
162, 158597431.099500
166, 158597450.568400
169, 158597465.190900
172, 158597483.762300
174, 158597490.988300
179, 158597516.022200
181, 158597524.905200
184, 158597539.230500
189, 158597566.818000
191, 158597575.938400
193, 158597588.664400
197, 158597604.706600
200, 158597622.210300
203, 158597637.757600
207, 158597655.203600
210, 158597672.266500
213, 158597688.196200
216, 158597700.032400
220, 158597722.051900
226, 158597749.722000
229, 158597767.021500
231, 158597774.711400
235, 158597797.214800
239, 158597818.140200
241, 158597823.677000
245, 158597848.284100
249, 158597864.261100
250, 158597872.783400
256, 158597900.624200
259, 158597917.623100
260, 158597923.497900
265, 158597948.012000
269, 158597965.931900
270, 158597974.009700
273, 158597986.673500
277, 158598004.780200
280, 158598022.044800
283, 158598039.142400
287, 158598055.695000
292, 158598082.667900
294, 158598092.350700
299, 158598114.809100
304, 158598140.048500
306, 158598149.303500
309, 158598166.041700
311, 158598173.593300
315, 158598197.971800
319, 158598216.353700
321, 158598225.447600
325, 158598249.117800
329, 158598266.107000
330, 158598273.323600
335, 158598298.407000
339, 158598316.036500
342, 158598331.810300
345, 158598347.045700
349, 158598365.869500
352, 158598383.793700
356, 158598398.488600
359, 158598415.471200
362, 158598431.759200
365, 158598448.259300
369, 158598464.301300
372, 158598482.649300
375, 158598498.315800
379, 158598515.588200
382, 158598532.177500
385, 158598547.236600
387, 158598556.029600
392, 158598582.830400
396, 158598599.654900
397, 158598605.570400
402, 158598632.909300
406, 158598648.508600
407, 158598656.576700
412, 158598681.513700
415, 158598697.703700
417, 158598706.188100
422, 158598731.343900
426, 158598751.221000
427, 158598758.339900
430, 158598771.163600
433, 158598788.751700
437, 158598805.329000
440, 158598821.063700
442, 158598834.769700
449, 158598863.860200
452, 158598882.877100
456, 158598898.627300
459, 158598915.549300
462, 158598930.830500
465, 158598947.018100
467, 158598955.759000
472, 158598982.123100
474, 158598989.154500
479, 158599015.957800
482, 158599032.316400
484, 158599040.224700
489, 158599065.237800
492, 158599082.454400
494, 158599091.547400
