Frame Number, Receipt Time
32, 168996120.918000
155, 168996126.213200
157, 168996139.531500
164, 168996169.892300
167, 168996186.745500
170, 168996203.567900
174, 168996221.381200
177, 168996238.368200
179, 168996246.682300
184, 168996270.017700
187, 168996287.999800
189, 168996295.507200
194, 168996321.221600
197, 168996338.131300
199, 168996346.087200
204, 168996370.102900
207, 168996389.131300
209, 168996395.558300
214, 168996420.053000
217, 168996438.017300
219, 168996445.602400
221, 168996459.530700
227, 168996488.015500
231, 168996505.845800
232, 168996513.722400
235, 168996527.066700
238, 168996543.989100
242, 168996561.055000
247, 168996587.964400
250, 168996604.493300
254, 168996621.617500
257, 168996638.168800
259, 168996646.350600
264, 168996671.441300
267, 168996688.051000
268, 168996694.449500
274, 168996721.104900
277, 168996737.977000
278, 168996744.326700
284, 168996771.455900
287, 168996788.029100
289, 168996794.785200
294, 168996821.508300
297, 168996837.935100
301, 168996855.005600
304, 168996871.400500
305, 168996879.000500
308, 168996892.825000
314, 168996921.109000
317, 168996938.239400
320, 168996955.955400
324, 168996971.117500
327, 168996986.786100
330, 168997005.494200
334, 168997019.890800
337, 168997036.783100
340, 168997054.625100
344, 168997071.203400
347, 168997088.186200
350, 168997105.030800
352, 168997113.222000
357, 168997136.602400
361, 168997155.081400
362, 168997162.810400
367, 168997186.827500
370, 168997204.085900
372, 168997212.402200
377, 168997236.675100
380, 168997253.501700
382, 168997261.310800
387, 168997287.263900
389, 168997294.831300
391, 168997309.506500
395, 168997329.319600
398, 168997340.392600
401, 168997354.948300
407, 168997386.571500
410, 168997403.548000
414, 168997419.884700
417, 168997437.946400
420, 168997454.092600
424, 168997471.949000
425, 168997479.655300
430, 168997503.682600
434, 168997521.522800
435, 168997529.150800
440, 168997553.616500
444, 168997569.995000
445, 168997579.060800
451, 168997605.123500
454, 168997621.133700
455, 168997627.568000
460, 168997653.713800
464, 168997670.255900
466, 168997679.945200
468, 168997692.743000
472, 168997710.921100
475, 168997727.820700
478, 168997744.433700
481, 168997759.486900
485, 168997777.893100
491, 168997804.834200
494, 168997821.216600
497, 168997836.844800
500, 168997854.668600
502, 168997862.574700
507, 168997887.930500
511, 168997904.964100
514, 168997921.222800
517, 168997937.559900
520, 168997955.629800
524, 168997970.936700
527, 168997987.965500
531, 168998004.787800
534, 168998021.408700
537, 168998037.719900
540, 168998053.590700
544, 168998071.134200
547, 168998088.083000
551, 168998105.851500
554, 168998121.382900
555, 168998128.745500
560, 168998153.869700
564, 168998171.159200
567, 168998187.692100
570, 168998203.120800
574, 168998221.287700
577, 168998238.068000
0, 168998244.868300
6, 168998271.153400
9, 168998288.107100
10, 168998294.559100
16, 168998321.209800
19, 168998337.876000
21, 168998345.418200
26, 168998370.068500
29, 168998388.134500
31, 168998396.192500
36, 168998419.987300
39, 168998438.425400
41, 168998445.435700
43, 168998459.441100
49, 168998488.095500
53, 168998504.969300
54, 168998513.456600
57, 168998527.173400
60, 168998544.476400
64, 168998561.078000
69, 168998588.028500
73, 168998604.888800
76, 168998620.182800
79, 168998636.625300
80, 168998644.236700
86, 168998671.166800
89, 168998688.292400
91, 168998696.669300
96, 168998719.907200
99, 168998737.956300
101, 168998745.639100
106, 168998771.904700
109, 168998787.824400
110, 168998795.925100
116, 168998821.059800
119, 168998837.738500
123, 168998854.811200
124, 168998862.774200
127, 168998876.185200
132, 168998903.913800
136, 168998919.953700
139, 168998936.670300
142, 168998954.616800
146, 168998969.902900
149, 168998988.051900
152, 168999003.510700
156, 168999021.365200
159, 168999037.872700
162, 168999053.578900
166, 168999071.725700
169, 168999087.776200
172, 168999103.291200
176, 168999121.403700
177, 168999129.176300
182, 168999153.645000
186, 168999171.296300
187, 168999178.786200
192, 168999203.611700
196, 168999221.606500
197, 168999229.513100
200, 168999244.010900
206, 168999270.132900
209, 168999288.138000
211, 168999295.668800
214, 168999310.451800
217, 168999327.928700
219, 168999339.173400
226, 168999369.962000
229, 168999386.786800
232, 168999403.484800
236, 168999421.658800
239, 168999438.089200
Frame Number, Receipt Time
246, 168999471.268300
249, 168999488.722100
251, 168999495.639900
256, 168999520.177700
259, 168999538.015900
261, 168999545.522300
266, 168999571.308700
269, 168999587.918200
271, 168999595.424800
276, 168999621.494500
279, 168999638.206000
281, 168999645.237400
284, 168999661.048800
287, 168999677.110200
290, 168999695.031900
293, 168999706.134100
299, 168999736.626700
300, 168999744.726000
304, 168999760.174200
309, 168999787.790100
313, 168999806.181600
316, 168999820.195100
319, 168999836.604700
320, 168999844.489500
326, 168999871.114200
329, 168999888.423200
331, 168999895.694900
336, 168999919.997700
339, 168999938.031700
342, 168999954.567400
346, 168999971.339200
349, 168999986.540500
352, 169000003.641500
356, 169000022.021900
359, 169000037.682500
362, 169000055.155800
366, 169000069.947400
369, 169000087.410900
373, 169000104.870500
376, 169000121.207000
377, 169000128.601500
380, 169000143.921100
384, 169000161.241200
387, 169000179.320100
393, 169000205.345000
396, 169000221.085100
399, 169000236.693700
402, 169000253.445800
404, 169000262.214600
409, 169000287.783300
413, 169000305.217000
415, 169000315.213500
419, 169000336.876500
423, 169000355.037300
424, 169000364.219900
429, 169000386.726000
433, 169000405.290500
434, 169000413.247900
437, 169000425.894900
442, 169000454.583500
446, 169000473.481200
448, 169000479.911300
450, 169000493.486700
454, 169000510.894600
457, 169000525.802200
459, 169000538.350700
466, 169000569.908700
469, 169000586.905900
472, 169000603.193600
476, 169000620.325900
479, 169000638.205300
482, 169000653.827000
486, 169000671.828700
488, 169000679.702500
493, 169000704.985200
496, 169000721.327700
497, 169000728.570900
502, 169000754.597900
506, 169000771.300800
507, 169000777.792200
512, 169000804.427400
516, 169000821.352200
519, 169000836.643000
522, 169000853.337300
524, 169000861.406500
527, 169000877.851000
532, 169000903.510200
534, 169000912.047900
539, 169000938.083200
543, 169000956.317100
546, 169000971.194300
549, 169000988.030800
552, 169001003.158800
556, 169001021.121200
559, 169001037.592800
563, 169001054.814100
566, 169001070.880800
569, 169001087.765800
572, 169001104.020900
576, 169001119.771400
577, 169001129.255100
4, 169001154.113200
8, 169001169.934800
9, 169001178.114300
14, 169001204.688200
18, 169001221.209400
19, 169001228.217500
22, 169001244.172400
26, 169001261.065800
29, 169001277.311700
32, 169001293.916300
36, 169001310.605000
39, 169001327.638300
42, 169001344.284300
45, 169001356.182100
48, 169001372.763600
51, 169001389.321800
55, 169001405.095000
59, 169001427.251500
64, 169001454.672600
68, 169001471.826500
70, 169001479.879300
74, 169001503.492500
78, 169001521.816500
80, 169001532.030100
84, 169001553.692000
86, 169001561.534100
91, 169001588.151400
94, 169001604.670000
96, 169001611.248200
101, 169001636.788700
104, 169001653.581100
106, 169001663.253700
109, 169001676.378500
112, 169001694.209400
116, 169001710.675200
118, 169001722.419000
124, 169001753.129800
128, 169001770.332400
131, 169001786.540400
135, 169001804.956400
138, 169001819.952900
141, 169001837.914100
145, 169001854.981100
146, 169001863.215200
151, 169001886.662000
154, 169001904.537600
156, 169001912.244200
161, 169001936.562500
165, 169001954.846700
168, 169001970.028000
171, 169001986.665500
175, 169002005.405300
178, 169002020.772400
181, 169002036.490800
184, 169002054.445100
188, 169002071.093700
191, 169002087.956300
194, 169002103.081600
198, 169002121.041600
199, 169002128.550200
202, 169002142.892400
206, 169002161.455100
209, 169002177.474300
214, 169002204.510500
218, 169002222.384000
221, 169002237.762700
225, 169002254.947100
226, 169002264.933800
231, 169002288.258200
235, 169002304.988000
236, 169002312.659900
241, 169002337.380800
245, 169002355.161200
246, 169002363.005800
251, 169002388.151600
255, 169002404.904700
256, 169002412.693600
261, 169002437.001100
265, 169002455.019000
266, 169002463.500900
269, 169002476.112900
272, 169002494.094000
276, 169002510.982400
279, 169002527.550400
282, 169002543.890900
286, 169002560.919600
291, 169002588.066500
295, 169002604.847300
298, 169002621.628100
301, 169002638.110000
303, 169002645.709900
308, 169002670.006900
311, 169002687.996600
313, 169002695.789700
318, 169002720.240100
321, 169002738.060000
323, 169002745.718500
328, 169002770.143700
331, 169002788.126200
Frame Number, Receipt Time
338, 169002820.086700
341, 169002838.142400
343, 169002846.131400
348, 169002871.312900
351, 169002888.129200
353, 169002895.943600
355, 169002909.560300
361, 169002936.561400
364, 169002953.537900
368, 169002971.357400
371, 169002987.445900
374, 169003004.662800
378, 169003020.798500
381, 169003036.765600
384, 169003054.151200
388, 169003069.889200
391, 169003088.017300
394, 169003103.574800
398, 169003121.443100
399, 169003129.671700
405, 169003154.704000
408, 169003171.251900
409, 169003178.225700
415, 169003204.721500
418, 169003222.131200
419, 169003228.185600
422, 169003244.415300
426, 169003261.002200
429, 169003277.402800
432, 169003294.126000
436, 169003309.756700
438, 169003322.732400
444, 169003353.360100
448, 169003369.881200
449, 169003377.873700
454, 169003404.606800
458, 169003421.492100
461, 169003438.046800
463, 169003445.671100
468, 169003471.210300
471, 169003488.085200
473, 169003496.482800
478, 169003519.926500
481, 169003538.330700
483, 169003546.581700
488, 169003571.579200
491, 169003587.986700
493, 169003594.969100
498, 169003621.514400
501, 169003637.970500
502, 169003645.112600
506, 169003661.412900
508, 169003672.449200
514, 169003703.188300
516, 169003711.641100
519, 169003726.030800
522, 169003744.178800
526, 169003761.085900
531, 169003786.888800
535, 169003805.133200
538, 169003820.140000
541, 169003838.372300
545, 169003855.019900
548, 169003870.489800
551, 169003887.923200
553, 169003895.734700
558, 169003921.130100
561, 169003937.990100
565, 169003954.690200
568, 169003970.828900
571, 169003987.860500
574, 169004004.497500
0, 169004021.948700
3, 169004038.665600
6, 169004056.783800
10, 169004071.516200
13, 169004088.228600
16, 169004104.223700
20, 169004121.449400
21, 169004129.147200
24, 169004143.244800
27, 169004156.035000
30, 169004172.418600
33, 169004188.940000
37, 169004205.157900
41, 169004227.535600
46, 169004254.540200
50, 169004271.838500
52, 169004279.861600
56, 169004303.531700
60, 169004321.581700
61, 169004329.121700
67, 169004355.016900
70, 169004371.201400
71, 169004377.650700
76, 169004403.242900
80, 169004420.168900
81, 169004429.238500
84, 169004442.946200
90, 169004469.920400
93, 169004486.829300
95, 169004495.617800
98, 169004510.058500
