Frame Number, Receipt Time
355, 157338360.209800
358, 157338377.297900
360, 157338386.402300
365, 157338410.202300
368, 157338428.223300
370, 157338436.003400
375, 157338460.016900
378, 157338478.166200
380, 157338485.710500
385, 157338514.315100
388, 157338528.494000
390, 157338536.186700
395, 157338560.024000
398, 157338577.009100
400, 157338586.102600
403, 157338600.282100
406, 157338618.376900
409, 157338634.097300
413, 157338650.425400
416, 157338667.781100
420, 157338684.475300
423, 157338700.775500
428, 157338728.495600
432, 157338744.554700
435, 157338760.128000
438, 157338776.912200
440, 157338785.835500
445, 157338810.244800
448, 157338827.199700
450, 157338835.378300
455, 157338861.644400
458, 157338877.978600
460, 157338884.655800
465, 157338910.066800
468, 157338926.754400
470, 157338935.862900
475, 157338960.240500
478, 157338976.931800
480, 157338985.023400
485, 157339011.419800
488, 157339027.722000
492, 157339044.584300
495, 157339061.932700
498, 157339077.222500
502, 157339095.913300
505, 157339110.419300
508, 157339128.150800
511, 157339143.666800
515, 157339161.423900
518, 157339176.811300
522, 157339194.505400
523, 157339202.115900
528, 157339228.269300
532, 157339245.120900
533, 157339251.754000
538, 157339276.535000
541, 157339293.210800
543, 157339302.319300
548, 157339326.914000
552, 157339344.634800
553, 157339352.325800
558, 157339376.656900
562, 157339394.571600
563, 157339402.149400
566, 157339416.125700
569, 157339434.130800
573, 157339450.297800
576, 157339467.154100
1, 157339484.478600
5, 157339500.515100
10, 157339528.061800
14, 157339544.588400
17, 157339560.006400
20, 157339576.823200
22, 157339584.771400
27, 157339611.100600
30, 157339628.279200
32, 157339637.022700
37, 157339663.158000
40, 157339678.275300
42, 157339686.964200
47, 157339710.164400
50, 157339727.007700
52, 157339735.337600
57, 157339761.252700
60, 157339778.085800
62, 157339785.966100
64, 157339799.055900
70, 157339826.950600
73, 157339843.186500
75, 157339851.255900
78, 157339866.284300
84, 157339894.701100
87, 157339911.496500
90, 157339928.336700
94, 157339944.891800
97, 157339961.018600
100, 157339976.830600
102, 157339984.545600
107, 157340011.573000
110, 157340028.400100
114, 157340044.249400
117, 157340060.996800
120, 157340077.575000
123, 157340094.439200
127, 157340109.916400
130, 157340127.088000
133, 157340143.214700
137, 157340161.023800
140, 157340177.982400
143, 157340193.148400
145, 157340200.847200
148, 157340217.447300
151, 157340233.938400
155, 157340250.828500
158, 157340267.959900
162, 157340284.602400
167, 157340311.505900
170, 157340327.835300
173, 157340343.386300
177, 157340360.928000
180, 157340377.847400
182, 157340385.826700
187, 157340411.377800
190, 157340427.755800
191, 157340434.184400
197, 157340461.298200
200, 157340478.206800
202, 157340486.486100
207, 157340509.949000
210, 157340528.055600
212, 157340535.976100
218, 157340566.961100
220, 157340577.707200
224, 157340594.479300
227, 157340611.275900
228, 157340619.055700
231, 157340633.052300
235, 157340650.525800
238, 157340667.220200
242, 157340684.394100
247, 157340711.158700
250, 157340727.716700
253, 157340744.186400
257, 157340761.020400
260, 157340778.179300
264, 157340794.424100
265, 157340800.928000
270, 157340827.890300
274, 157340844.687000
275, 157340851.198500
280, 157340876.551800
284, 157340894.640600
287, 157340909.963200
290, 157340928.619000
292, 157340936.274500
297, 157340960.259700
298, 157340968.374600
304, 157340995.204000
307, 157341009.924400
310, 157341026.896800
314, 157341044.529100
317, 157341060.886100
320, 157341076.421100
323, 157341094.116400
327, 157341109.896900
330, 157341127.568000
333, 157341143.011700
337, 157341160.720200
340, 157341176.814800
344, 157341195.123800
347, 157341211.381000
348, 157341219.164300
353, 157341243.130300
357, 157341260.021300
358, 157341267.772200
364, 157341294.840200
367, 157341311.026100
368, 157341319.081100
373, 157341343.125200
377, 157341360.235600
378, 157341368.241100
383, 157341393.625800
385, 157341401.559800
388, 157341416.377400
393, 157341443.708200
395, 157341451.765500
398, 157341466.238100
401, 157341483.849300
405, 157341500.674500
410, 157341528.095800
415, 157341551.023700
417, 157341560.352500
420, 157341578.310100
424, 157341595.011200
425, 157341602.697200
430, 157341628.414500
434, 157341644.627300
435, 157341650.941900
440, 157341677.061800
