Frame Number, Timestamp
50, 616372115.626600
53, 616372115.652400
56, 616372115.662500
59, 616372115.666600
65, 616372115.671000
67, 616372115.682400
72, 616372115.686600
75, 616372115.689800
78, 616372115.705800
80, 616372115.727400
309, 616372116.864300
314, 616372140.162700
317, 616372157.941600
319, 616372165.197500
324, 616372190.102500
327, 616372206.768900
329, 616372215.928300
332, 616372230.287700
335, 616372248.124800
339, 616372264.909500
344, 616372291.472100
347, 616372307.966300
349, 616372316.319100
354, 616372340.421300
359, 616372364.799800
362, 616372381.341400
364, 616372390.918000
367, 616372406.952700
371, 616372424.659300
374, 616372442.501100
377, 616372456.642500
381, 616372474.799500
384, 616372489.782700
387, 616372508.108100
391, 616372524.529000
394, 616372540.262300
397, 616372558.229000
400, 616372573.293900
404, 616372591.459400
406, 616372599.615500
409, 616372614.672900
414, 616372641.526200
416, 616372650.367800
418, 616372663.862500
421, 616372676.089600
427, 616372706.503700
430, 616372723.200300
434, 616372741.574500
438, 616372763.560700
441, 616372774.483100
442, 616372783.268000
447, 616372808.042900
451, 616372824.600400
452, 616372832.828000
457, 616372856.710100
461, 616372874.602700
462, 616372882.571000
467, 616372908.315500
471, 616372924.738800
472, 616372931.749100
477, 616372956.593100
480, 616372973.348100
482, 616372981.617400
487, 616373008.245000
491, 616373024.486500
492, 616373033.854500
496, 616373050.326800
498, 616373064.126100
502, 616373081.279500
505, 616373098.517700
509, 616373114.472900
512, 616373131.292000
517, 616373157.947900
521, 616373174.904400
524, 616373191.165900
527, 616373208.109700
531, 616373225.009200
532, 616373232.905000
537, 616373258.053200
541, 616373274.613000
543, 616373284.304400
547, 616373307.059500
551, 616373324.731700
552, 616373333.476600
557, 616373357.934300
561, 616373374.597900
562, 616373382.015000
567, 616373408.321000
571, 616373424.394100
574, 616373440.043300
577, 616373458.282600
2, 616373473.672300
6, 616373491.480100
9, 616373506.541400
13, 616373524.376800
16, 616373543.178700
19, 616373556.673700
23, 616373574.459300
26, 616373590.199900
29, 616373608.222700
33, 616373624.664400
34, 616373632.852500
39, 616373657.019400
43, 616373674.706800
44, 616373683.853100
49, 616373706.638200
53, 616373724.621700
54, 616373733.292700
59, 616373757.064500
62, 616373773.412000
64, 616373782.005100
69, 616373806.549400
71, 616373815.228700
73, 616373825.746200
79, 616373856.501000
81, 616373865.331700
84, 616373879.830000
87, 616373898.299400
91, 616373914.527700
93, 616373927.378100
96, 616373942.994600
100, 616373959.513400
103, 616373976.436100
106, 616373991.708500
111, 616374014.511500
116, 616374041.607700
119, 616374058.231900
121, 616374067.127900
126, 616374090.241400
129, 616374106.612000
131, 616374115.146100
136, 616374142.014900
139, 616374158.069100
141, 616374167.998100
144, 616374179.877800
149, 616374206.722900
153, 616374224.383100
154, 616374231.736300
157, 616374247.712700
161, 616374264.459200
164, 616374281.266000
169, 616374306.484800
171, 616374315.227400
176, 616374341.360600
181, 616374365.067200
183, 616374375.757200
186, 616374390.137100
189, 616374408.374700
193, 616374424.958100
196, 616374439.870000
199, 616374458.087400
203, 616374475.453200
206, 616374490.139400
209, 616374508.160600
212, 616374523.299900
216, 616374542.373100
219, 616374557.332300
223, 616374574.677000
226, 616374591.356100
229, 616374608.072000
231, 616374616.211500
234, 616374631.021700
239, 616374658.699800
241, 616374668.013200
244, 616374681.095600
247, 616374697.899100
251, 616374715.316800
254, 616374733.166900
257, 616374747.892000
261, 616374764.967600
266, 616374791.489400
270, 616374809.300100
